,,,13,MECANICA,, Camion,DELTA 300,259955,20200,JDA00V58000021223,,664497,BLANCO,12.11.07
,,,14,MECANICA,, Camion,DELTA 300,259961,20201,JDA00V58000021227,,664507,BLANCO,12.11.07
,,,15,MECANICA,, Camion,DELTA 300,260057,20202,JDA00V58000021231,,664521,BLANCO,12.11.07
,,,16,MECANICA,, Camion,DELTA 300,285469,20442,JDA00V58000021232,,664525,BLANCO,21.12.07
,,,17,MECANICA,, Camion,DELTA 300,259950,20203,JDA00V58000021235,,664534,BLANCO,12.11.07
,,,18,MECANICA,, Camion,DELTA 300,259949,20204,JDA00V58000021238,,664538,BLANCO,12.11.07
,,,19,MECANICA,, Camion,DELTA 300,259962,20205,JDA00V58000021242,,664546,BLANCO,12.11.07
,,,20,MECANICA,, Camion,DELTA 300,284613,20443,JDA00V58000021249,,664560,BLANCO,14.12.07
,,,21,MECANICA,, Camion,DELTA 300,280511,20448,JDA00V58000021251,,664564,BLANCO,07.12.07
,,,22,MECANICA,, Camion,DELTA 400,284621,20451,JDA00V11680027311,,1825567,BLANCO,21.12.07
,,,23,MECANICA,, Camion,DELTA 400,259944,20206,JDA00V11680027400,,1825892,BLANCO,12.11.07
,,, ,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,CARTA DE CREDITO / INTERBANK,,,,,,,,,,
,,,,VP. RIO NEVADO    LLEGO :  11.11.07,,,,,,PRODUCCION SETIEMBRE  10 UNIDADES (INDONESIA) TERIOS LONG,,,,
,,,,B/L KKLUJPN343470,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,MECANICA,,Camioneta,TERIOS 4X2,260223,19429,MHKG2CN208K000051,,DAE0827,PLATA,12.11.07
,,,2,MECANICA,,Camioneta,TERIOS 4X2,260244,20218,MHKG2CN208K000056,,DAE3661,PLATA,12.11.07
,,,3,MECANICA,,Camioneta,TERIOS 4X2,260232,20219,MHKG2CN208K000055,,DAE2533,NEGRO,12.11.07
,,,4,MECANICA,,Camioneta,TERIOS 4X2,260230,20220,MHKG2CN208K000053,,DAE0855,ROJO VINO,12.11.07
,,,5,MECANICA,,Camioneta,TERIOS 4X2,260224,20221,MHKG2CN208K000052,,DAE0866,CHAMPAGNE,12.11.07
,,,6,AUTOMATICA,,Camioneta,TERIOS 4X2,260233,20222,MHKG2CP208K000051,,DAE2446,PLATA,12.11.07
,,,7,AUTOMATICA,,Camioneta,TERIOS 4X2,260240,20223,MHKG2CP208K000056,,DAE0446,PLATA,12.11.07
,,,8,AUTOMATICA,,Camioneta,TERIOS 4X2,260275,20224,MHKG2CP208K000055,,DAE1106,NEGRO,12.11.07
,,,9,AUTOMATICA,,Camioneta,TERIOS 4X2,260276,20225,MHKG2CP208K000053,,DAE0461,ROJO VINO,12.11.07
,,,10,AUTOMATICA,,Camioneta,TERIOS 4X2,260277,20226,MHKG2CP208K000052,,DAE0704,CHAMPAGNE,12.11.07
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,CARTA DE CREDITO / CONTINENTAL,,,,,,,,,,
,,,,VP. EASTERN HIGHWAY    LLEGO :  14.12.07,,,,,,PRODUCCION OCTUBRE  85 UNIDADES  (1ER. EMBARQUE 31 UNDS.),,,,
,,,,B/L NYKS180436235,,,,,,,,,,
,,,,(DESEMBARCO EN PISCO),,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,ALLOY-MEC.,,Cmta.Rural,TERIOS 4X2,001075,9060,JDAJ200G081012470,, 2002191,GRIS,14.12.07
,,,2,TOP-MEC.,,Cmta.Rural,TERIOS 4X4,001079,9061,JDAJ210G081061179,,2000130,PLATA,14.12.07
,,,3,TOP-MEC.,,Cmta.Rural,TERIOS 4X4,001076,9062,JDAJ210G081061186,,1984885,NEGRO,14.12.07
,,,4,TOP-MEC.,,Cmta.Rural,TERIOS 4X4,001081,9063,JDAJ210G081061255,,2001351,PLATA,14.12.07
,,,5,TOP-MEC.,,Cmta.Rural,TERIOS 4X4,001080,9064,JDAJ210G081061392,,2001744,GRIS,14.12.07
,,,6,SAFETY-MEC,,Cmta.Rural,TERIOS 4X4,001078,9065,JDAJ210G081061482,,2002396,PLATA,14.12.07
,,,7,SAFETY-MEC,,Cmta.Rural,TERIOS 4X4,001077,9066,JDAJ210G081061501,,2002381,GRIS,14.12.07
,,,8,MECANICA,,Camion,DELTA 250,001083,9067,JDA00V57000022556,,0664662,BLANCO,14.12.07
,,,9,MECANICA,,Camion,DELTA 250,001084,9068,JDA00V57000022563,,0664714,BLANCO,14.12.07
,,,10,MECANICA,,Camion,DELTA 250,001085,9069,JDA00V57000022566,,0664732,BLANCO,14.12.07
,,,11,MECANICA,,Camion,DELTA 250,001094,9070,JDA00V57000022575,,0664796,BLANCO,14.12.07
,,,12,MECANICA,,Camion,DELTA 250,001082,9071,JDA00V57000022578,,0664808,BLANCO,14.12.07
,,,13,MECANICA,,Camion,DELTA 300,001149,9072,JDA00V58000021296,,0664681,BLANCO,14.12.07
,,,14,MECANICA,,Camion,DELTA 300,001144,9073,JDA00V58000021304,,0664697,BLANCO,14.12.07
,,,15,MECANICA,,Camion,DELTA 300,001141,9074,JDA00V58000021308,,0664706,BLANCO,14.12.07
,,,16,MECANICA,,Camion,DELTA 300,001146,9075,JDA00V58000021313,R,0664722,BLANCO,14.12.07
,,,17,MECANICA,,Camion,DELTA 300,001150,9076,JDA00V58000021333,,0664778,BLANCO,14.12.07
,,,18,MECANICA,,Camion,DELTA 300,001145,9077,JDA00V58000021336,,0664784,BLANCO,14.12.07
,,,19,MECANICA,,Camion,DELTA 300,001148,9078,JDA00V58000021338,,0664792,BLANCO,14.12.07
,,,20,MECANICA,,Camion,DELTA 300,001157,9079,JDA00V58000021340,,0664798,BLANCO,14.12.07
,,,21,MECANICA,,Camion,DELTA 300,001138,9080,JDA00V58000021342,,0664803,BLANCO,14.12.07
,,,22,MECANICA,,Camion,DELTA 300,001142,9081,JDA00V58000021348,,0664826,BLANCO,14.12.07
,,,23,MECANICA,,Camion,DELTA 400,001154,9082,JDA00V11680027578,,1826570,BLANCO,14.12.07
,,,24,MECANICA,,Camion,DELTA 400,001130,9083,JDA00V11680027596,,1826635,BLANCO,14.12.07
,,,25,MECANICA,,Camion,DELTA 400,001134,9084,JDA00V11680027604,,1826668,BLANCO,14.12.07
,,,26,MECANICA,,Camion,DELTA 400,001137,9085,JDA00V11680027611,,1826702,BLANCO,14.12.07
,,,27,MECANICA,,Camion,DELTA 400,001133,9086,JDA00V11680027625,,1826773,BLANCO,14.12.07
,,,28,MECANICA,,Camion,DELTA 400,001243,9087,JDA00V11680027631,,1826803,BLANCO,14.12.07
,,,29,MECANICA,,Camion,DELTA 400,001135,9088,JDA00V11680027642,,1826845,BLANCO,14.12.07
,,,30,MECANICA,,Camion,DELTA 400,001140,9089,JDA00V11680027652,,1826888,BLANCO,14.12.07
,,,31,MECANICA,,Camion,DELTA 400,001151,9090,JDA00V11680027681,,1827010,BLANCO,14.12.07
,,, ,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,CARTA DE CREDITO / CONTINENTAL,,,,,,,,,,
,,,,VP. CALIFORNIAN HIGHWAY  LLEGO :  15.12.07,,,,,,"PRODUCCION OCTUBRE  85 UNIDADES  (2DO, EMBARQUE 34 UNDS.)",,,,
,,,,B/L JPNGO-000981146-0,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,ALLOY-MEC,,Cmta-Rural,TERIOS 4X2,289145,21353,JDAJ200G081012779,,3SZ 2011294,GRIS,15.12.07
,,,2,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,289147,21971,JDAJ210G081061547,,3SZ 2002537,NEGRO,15.12.07
,,,3,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,006329,383,JDAJ210G081061600,,3SZ 2003189,GRIS,11.01.08
,,,4,SAFETY-MEC,,Cmta-Rural,TERIOS 4X4,289151,21973,JDAJ210G081061609,,3SZ 2003278,GRIS,15.12.07
,,,5,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,289149,21972,JDAJ210G081061675,,3SZ 2004329,ROJO,15.12.07
,,,6,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,031271,,JDAJ210G081061722,,3SZ 2003844,GRIS,04.02.08
,,,7,SAFETY-MEC,,Cmta-Rural,TERIOS 4X4,032376,385,JDAJ210G081061723,,3SZ 2004085,PLATA,04.02.08
,,,8,SAFETY-MEC,,Cmta-Rural,TERIOS 4X4,289164,21974,JDAJ210G081061943,,3SZ 1997635,NEGRO,15.12.07
,,,9,MECANICA,,Camion,DELTA 250,032400,386,JDA00V57000022583,,DL 0664834,BLANCO,04.02.08
,,,10,MECANICA,,Camion,DELTA 250,032371,387,JDA00V57000022587,,DL 0664862,BLANCO,04.02.08
,,,11,MECANICA,,Camion,DELTA 250,032367,388,JDA00V57000022590,,DL 0664894,BLANCO,04.02.08
,,,12,MECANICA,,Camion,DELTA 250,076266,389,JDA00V57000022593,,DL 0664932,BLANCO,24.03.08
,,,13,MECANICA,,Camion,DELTA 250,060145,390,JDA00V57000022594,X,DL 0664931,BLANCO,01.03.08
,,,14,MECANICA,,Camion,DELTA 300,001133,391,JDA00V58000021343,,DL 0664806,BLANCO,04.01.08
,,,15,MECANICA,,Camion,DELTA 300,001409,460,JDA00V58000021358,,DL 0664850,BLANCO,04.01.08
,,,16,MECANICA,,Camion,DELTA 300,001354,392,JDA00V58000021363,,DL 0664866,BLANCO,04.01.08
,,,17,MECANICA,,Camion,DELTA 300,012532,393,JDA00V58000021371,,DL 0664886,BLANCO,18.01.08
,,,18,MECANICA,,Camion,DELTA 300,289154,21975,JDA00V58000021373,,DL 0664892,BLANCO,15.12.07
,,,19,MECANICA,,Camion,DELTA 300,289165,21976,JDA00V58000021374,,DL 0664898,BLANCO,15.12.07
,,,20,MECANICA,,Camion,DELTA 300,053675,4308,JDA00V58000021376,,DL 0664906,BLANCO,29.02.08
,,,21,MECANICA,,Camion,DELTA 300,289162,21977,JDA00V58000021383,R,DL 0664916,BLANCO,15.12.07
,,,22,MECANICA,,Camion,DELTA 300,289158,21978,JDA00V58000021386,222,DL 0664922,BLANCO,15.12.07
,,,23,MECANICA,,Camion,DELTA 300,289161,21979,JDA00V58000021400,,DL 0664949,BLANCO,15.12.07
,,,24,MECANICA,,Camion,DELTA 400,289168,21980,JDA00V11680027700,,14B 1827084,BLANCO,15.12.07
,,,25,MECANICA,,Camion,DELTA 400,289170,21981,JDA00V11680027706,,14B 1827114,BLANCO,15.12.07
,,,26,MECANICA,,Camion,DELTA 400,289169,21982,JDA00V11680027730,,14B 1827202,BLANCO,15.12.07
,,,27,MECANICA,,Camion,DELTA 400,289174,21983,JDA00V11680027736,,14B 1827219,BLANCO,15.12.07
,,,28,MECANICA,,Camion,DELTA 400,289177,21984,JDA00V11680027740,,14B 1827237,BLANCO,15.12.07
,,,29,MECANICA,,Camion,DELTA 400,289183,21985,JDA00V11680027756,,14B 1827304,BLANCO,15.12.07
,,,30,MECANICA,,Camion,DELTA 400,289187,21986,JDA00V11680027775,,14B 1827366,BLANCO,15.12.07
,,,31,MECANICA,,Camion,DELTA 400,289179,21987,JDA00V11680027784,,14B 1827398,BLANCO,15.12.07
,,,32,MECANICA,,Camion,DELTA 400,289185,21988,JDA00V11680027795,,14B 1827445,BLANCO,15.12.07
,,,33,MECANICA,,Camion,DELTA 400,289180,21989,JDA00V11680027815,,14B 1827519,BLANCO,15.12.07
,,,34,MECANICA,,Camion,DELTA 400,289172,21990,JDA00V11680027821,,14B 1827540,BLANCO,15.12.07
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VEHICULOS WARRANTEADOS,,,,,,,,,,
,,,,"CARTA DE CREDITO / BCO, CONTINENTAL",,,,,,,,,,
,,,,VP. SEA  WAVE  LLEGO :  06/01/08  ,,,,,,"PRODUCCION OCTUBRE  20 UNIDADES  (3EER, EMBARQUE )",,,,
,,,,B/L KKLUCV0149607,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,ALLOY-MEC,,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081013053,,3SZ 1960230,ROJO,07.01.08
,,,2,ALLOY-MEC,,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081013089,W,3SZ 2019548,PLATA,07.01.08
,,,3,ALLOY-MEC,,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081013125,,3SZ 2020509,GRIS,07.01.08
,,,4,ALLOY-MEC,,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081013153,W,3SZ 2021424,NEGRO,07.01.08
,,,5,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012767,,3SZ 2010418,PLATA,07.01.08
,,,6,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012795,W,3SZ 2010873,PLATA,07.01.08
,,,7,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012829,W,3SZ 2011272,ROJO,07.01.08
,,,8,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012833,,3SZ 2011448,GRIS,07.01.08
,,,9,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012844,W,3SZ 2012165,GRIS,07.01.08
,,,10,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012893,W,3SZ 2012765,GRIS,07.01.08
,,,11,"BASIC-AUTOM,",,Cmta-Rural,TERIOS 4X2,304206,22642,JDAJ200G081012942,,3SZ 2014625,NEGRO,07.01.08
,,,12,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063177,W,3SZ 2017862,ROJO,07.01.08
,,,13,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063292,W,3SZ 2018479,PLATA,07.01.08
,,,14,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063376,W,3SZ 1976329,PLATA,07.01.08
,,,15,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063416,W,3SZ 2019208,NEGRO,07.01.08
,,,16,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063476,W,3SZ 2020343,GRIS,07.01.08
,,,17,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063567,W,3SZ 2020608,GRIS,07.01.08
,,,18,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063582,W,3SZ 2020734,GRIS,07.01.08
,,,19,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063621,W,3SZ2021121,VERDE,07.01.08
,,,20,"TOP-MEC,",,Cmta-Rural,TERIOS 4X4,304206,22642,JDAJ210G081063639,W,3SZ 2021110,GRIS,07.01.08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,
,,,,CARTA DE CREDITO / INTERBANK,,,,,,,,,,
,,,,"VP. SEA WAVE LLEGO:  06,01,08",,,,,,PRODUCCION OCTUBRE  03 UNIDADES ( INDONESIA ),,,,
,,,,B/L NYKS940001853,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,"NE/AUTOM,",,Camioneta,TERIOS LONG,305332,21549,MHKG2CP208K000063,,3SZ DAE8103,PLATA,18.01.08
,,,2,"NB/MEC,",,Camioneta,TERIOS LONG,305332,21549,MHKG2CN208K000078,,3SZ DAE8272,PLATA,18.01.08
,,,3,"NB/MEC,",,Camioneta,TERIOS LONG,305332,21549,MHKG2CN208K000072,,3SZ DAE2859,CHAMPAGNE,18.01.08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,CARTA DE CREDITO / INTERBANK,,,,,,,,,,
,,,,"VP. EIJIN  LLEGO:  06,01,08",,,,,,PRODUCCION OCTUBRE  01 UNIDADES ( INDONESIA ),,,,
,,, ,BL KKLUJKT173150,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,NE/AUTOM.,,CAMIONETA,TERIOS LONG,013795,365,MHKG2CP208K000072,,3SZ DAF1805,NEGRO,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VEHICULOS WARRANTEADOS,,,,,,,,,,
,,,,"CARTA DE CREDITO / BCO, DE CREDITO",,,,,,,,,,
,,,,VP. SEA  WAVE  LLEGO :  06/01/08  ,,,,,,"PRODUCCION NOVIEMBRE  73 UNIDADES  (1ER, EMBARQUE )",,,,
,,,,B/L KKLUCV0149602,,,,,,,,,,
,,,,TM325190  26.11.07,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VERSION,,TIPO,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,F/LLEG
,,,,TRANSM.,,,,,,,,,,TALLER
,,,,,,,,,,,,,,
,,,1,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021406,,DL 0664961,BLANCO,07.01.08
,,,2,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021411,,DL 0664971,BLANCO,07.01.08
,,,3,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021413,,DL 0664977,BLANCO,07.01.08
,,,4,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021415,,DL 0664976,BLANCO,07.01.08
,,,5,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021418,,DL 0664989,BLANCO,07.01.08
,,,6,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021420,,DL 0664994,BLANCO,07.01.08
,,,7,MECANICA,,CAMION,DELTA 300,127024,1335,JDA00V58000021423,R,DL 0665001,BLANCO,15.05.08
,,,8,MECANICA,,CAMION,DELTA 300,138201,1356,JDA00V58000021425, ,DL 0665006,BLANCO,18.06.08
,,,9,MECANICA,,CAMION,DELTA 300,028327,1361,JDA00V58000021427, ,DL 0665011,BLANCO,04.02.08
,,,10,MECANICA,,CAMION,DELTA 300,032525,1362,JDA00V58000021431, ,DL 0665014,BLANCO,04.02.08
,,,11,MECANICA,,CAMION,DELTA 300,140010,1357,JDA00V58000021433, ,DL 0665019,BLANCO,23.05.08
,,,12,MECANICA,,CAMION,DELTA 300,137358,1359,JDA00V58000021435, ,DL 0665022,BLANCO,22.05.08
,,,13,MECANICA,,CAMION,DELTA 300,032514,1363,JDA00V58000021436, ,DL 0665026,BLANCO,04.02.08
,,,14,MECANICA,,CAMION,DELTA 300,028322,1364,JDA00V58000021437, ,DL 0665027,BLANCO,04.02.08
,,,15,MECANICA,,CAMION,DELTA 300,032526,1365,JDA00V58000021440, ,DL 0665034,BLANCO,04.02.08
,,,16,MECANICA,,CAMION,DELTA 300,032520,1366,JDA00V58000021441, ,DL 0665037,BLANCO,04.02.08
,,,17,MECANICA,,CAMION,DELTA 300,073169,1367,JDA00V58000021446,,DL 0665049,BLANCO,18.03.08
,,,18,MECANICA,,CAMION,DELTA 300,050231,1368,JDA00V58000021447, ,DL 0665051,BLANCO,27.02.08
,,,19,MECANICA,,CAMION,DELTA 300,118589,1369,JDA00V58000021448, ,DL 0665054,BLANCO,02.05.08
,,,20,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021451, ,DL 0665061,BLANCO,07.01.08
,,,21,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021453, ,DL 0665072,BLANCO,07.01.08
,,,22,MECANICA,,CAMION,DELTA 300,051774,1370,JDA00V58000021454, ,DL 0665074,BLANCO,23.02.08
,,,23,MECANICA,,CAMION,DELTA 300,051764,1371,JDA00V58000021455, ,DL 0665076,BLANCO,23.02.08
,,,24,MECANICA,,CAMION,DELTA 300,050228,1372,JDA00V58000021457, ,DL 0665064,BLANCO,23.02.08
,,,25,MECANICA,,CAMION,DELTA 300,118584,1373,JDA00V58000021458, ,DL 0665080,BLANCO,02.05.08
,,,26,MECANICA,,CAMION,DELTA 300,060933,1374,JDA00V58000021459,X,DL 0665078,BLANCO,05.03.08
,,,27,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021460,X,DL 0665067,BLANCO,07.01.08
,,,28,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021461,R,DL 0665083,BLANCO,07.01.08
,,,29,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021462,,DL 0665069,BLANCO,07.01.08
,,,30,MECANICA,,CAMION,DELTA 300,051762,1375,JDA00V58000021464, ,DL 0665086,BLANCO,23.02.08
,,,31,MECANICA,,CAMION,DELTA 300,051801,1376,JDA00V58000021466, ,DL 0665104,BLANCO,27.02.08
,,,32,MECANICA,,CAMION,DELTA 300,053676,1377,JDA00V58000021468, ,DL 0665091,BLANCO,29.02.08
,,,33,MECANICA,,CAMION,DELTA 300,057330,1378,JDA00V58000021472,X,DL 0665128,BLANCO,05.03.08
,,,34,MECANICA,,CAMION,DELTA 300,057333,1379,JDA00V58000021479, ,DL 0665136,BLANCO,06.02.08
,,,35,MECANICA,,CAMION,DELTA 300,057337,1380,JDA00V58000021480,x,DL 0665135,BLANCO,05.03.08
,,,36,MECANICA,,CAMION,DELTA 300,057327,1381,JDA00V58000021483,X,DL 0665149,BLANCO,05.03.08
,,,37,MECANICA,,CAMION,DELTA 300,071089,1382,JDA00V58000021484, ,DL 0665157,BLANCO,18.03.08
,,,38,MECANICA,,CAMION,DELTA 300,071091,1383,JDA00V58000021491, ,DL 0665176,BLANCO,18.03.08
,,,39,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021493, ,DL 0665181,BLANCO,07.01.08
,,,40,MECANICA,,CAMION,DELTA 300,071079,1384,JDA00V58000021494, ,DL 0665184,BLANCO,26.03.08
,,,41,MECANICA,,CAMION,DELTA 300,071092,1385,JDA00V58000021495, ,DL 0665186,BLANCO,18.03.08
,,,42,MECANICA,,CAMION,DELTA 300,131540,1386,JDA00V58000021498, ,DL 0665196,BLANCO,24.05.08
,,,43,MECANICA,,CAMION,DELTA 300,117240,1387,JDA00V58000021499, ,DL 0665202,BLANCO,29.04.08
,,,44,MECANICA,,CAMION,DELTA 300,080669,1388,JDA00V58000021500, ,DL 0665204,BLANCO,27.03.08
,,,45,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021505, ,DL 0665220,BLANCO,07.01.08
,,,46,MECANICA,,CAMION,DELTA 300,080685,1389,JDA00V58000021506, ,DL 0665224,BLANCO,27.03.08
,,,47,MECANICA,,CAMION,DELTA 300,080667,1390,JDA00V58000021508, ,DL 0665228,BLANCO,27.03.08
,,,48,MECANICA,,CAMION,DELTA 300,080711,1391,JDA00V58000021509, ,DL 0665230,BLANCO,28.03.08
,,,49,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021514, ,DL 0665253,BLANCO,07.01.08
,,,50,MECANICA,,CAMION,DELTA 300,118581,1392,JDA00V58000021515, ,DL 0665251,BLANCO,02.05.08
,,,51,MECANICA,,CAMION,DELTA 300,138219,1393,JDA00V58000021517, ,DL 0665255,BLANCO,04.06.08
,,,52,MECANICA,,CAMION,DELTA 300,082282,1394,JDA00V58000021518, ,DL 0665259,BLANCO,27.03.08
,,,53,MECANICA,,CAMION,DELTA 300,138202,1395,JDA00V58000021520, ,DL 0665269,BLANCO,04.06.08
,,,54,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021523, ,DL 0665273,BLANCO,07.01.08
,,,55,MECANICA,,CAMION,DELTA 300,138215,1396,JDA00V58000021526, ,DL 0665284,BLANCO,17.06.08
,,,56,MECANICA,,CAMION,DELTA 300,100352,1397,JDA00V58000021527, ,DL 0665285,BLANCO,16.04.08
,,,57,MECANICA,,CAMION,DELTA 300,155707,1398,JDA00V58000021528,D,DL 0665299,BLANCO,04.06.08
,,,58,MECANICA,,CAMION,DELTA 300,146496,1360,JDA00V58000021531, ,DL 0665297,BLANCO,27.05.08
,,,59,MECANICA,,CAMION,DELTA 300,090632,1399,JDA00V58000021532, ,DL 0665301,BLANCO,04.04.08
,,,60,MECANICA,,CAMION,DELTA 300,091761,1400,JDA00V58000021533, ,DL 0665313,BLANCO,04.04.08
,,,61,MECANICA,,CAMION,DELTA 300,174684,1401,JDA00V58000021535,D,DL 0665307,BLANCO,28.06.08
,,,62,MECANICA,,CAMION,DELTA 300,104835,1403,JDA00V58000021536, ,DL 0665317,BLANCO,23.04.08
,,,63,MECANICA,,CAMION,DELTA 300,138224,1404,JDA00V58000021538, ,DL 0665328,BLANCO,27.06.08
,,,64,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021539,,DL 0665332,BLANCO,07.01.08
,,,65,MECANICA,,CAMION,DELTA 300,305153,22644,JDA00V58000021544,,DL 0665340,BLANCO,07.01.08
,,,66,MECANICA,,CAMION,DELTA 300,175531,1405,JDA00V58000021546,D,DL 0665339,BLANCO,27.06.08
,,,67,MECANICA,,CAMION,DELTA 300,101281,1406,JDA00V58000021548, ,DL 0665343,BLANCO,14.04.08
,,,68,MECANICA,,CAMION,DELTA 300,109892,1407,JDA00V58000021549,,DL 0665342,BLANCO,22.04.08
,,,69,MECANICA,,CAMION,DELTA 300,110993,1408,JDA00V58000021550,,DL 0665345,BLANCO,02.05.08
,,,294.00,MECANICA,,CAMION,DELTA 300,111325,1409,JDA00V58000021551,,DL 0665348,BLANCO,22.04.08
,,,71,MECANICA,,CAMION,DELTA 300,115312,1410,JDA00V58000021553,,DL 0665357,BLANCO,29.04.08
,,,72,MECANICA,,CAMION,DELTA 300,115314,1411,JDA00V58000021554,,DL 0665349,BLANCO,29.04.08
,,,73,MECANICA,,CAMION,DELTA 300,014292,1412,JDA00V58000021559,,DL 0665370,BLANCO,17.01.08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,VEHICULOS WARRANTEADOS,,,,,,,,,,
,,,,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,
